,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
300,JZI,Airlines,Online,Value Plan,5,CHINA,45.0,15.75,42,0
301,EPX,Travel Agency,Online,Cancellation Plan,14,CHINA,13.0,0.0,36,0
302,EPX,Travel Agency,Online,Cancellation Plan,13,MALAYSIA,14.0,0.0,36,0
303,EPX,Travel Agency,Online,Cancellation Plan,9,Other,10.0,0.0,36,0
304,EPX,Travel Agency,Online,Cancellation Plan,31,UNITED STATES,16.0,0.0,27,0
305,EPX,Travel Agency,Online,Cancellation Plan,44,MALAYSIA,10.0,0.0,53,0
306,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,SINGAPORE,112.0,0.0,36,0
307,EPX,Travel Agency,Online,Cancellation Plan,25,INDONESIA,19.0,0.0,36,0
308,EPX,Travel Agency,Online,2 way Comprehensive Plan,77,UNITED STATES,112.0,0.0,40,0
309,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,CHINA,41.0,0.0,36,0
310,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,THAILAND,28.0,0.0,36,0
311,EPX,Travel Agency,Online,Cancellation Plan,101,UNITED STATES,66.0,0.0,39,0
312,SSI,Airlines,Online,Ticket Protector,145,SINGAPORE,1.61,0.45,48,0
313,EPX,Travel Agency,Online,Cancellation Plan,88,UNITED STATES,102.0,0.0,45,0
314,EPX,Travel Agency,Online,2 way Comprehensive Plan,222,MYANMAR,20.0,0.0,36,0
315,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,INDONESIA,20.0,0.0,36,0
316,CSR,Travel Agency,Offline,Comprehensive Plan,176,MALAYSIA,29.0,9.57,76,0
317,EPX,Travel Agency,Online,Cancellation Plan,38,CHINA,26.0,0.0,36,0
318,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,MALAYSIA,9.9,5.94,45,0
319,EPX,Travel Agency,Online,Cancellation Plan,165,PHILIPPINES,10.0,0.0,36,0
320,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,43.55,10.89,47,0
321,EPX,Travel Agency,Online,Cancellation Plan,16,MALAYSIA,10.0,0.0,36,0
322,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,THAILAND,21.0,0.0,36,0
323,EPX,Travel Agency,Online,Cancellation Plan,19,CHINA,25.0,0.0,36,0
324,RAB,Airlines,Online,Value Plan,2,BRUNEI DARUSSALAM,15.0,6.0,66,0
325,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,UNITED STATES,9.9,5.94,28,0
326,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,AUSTRALIA,81.0,0.0,36,0
327,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69,AUSTRALIA,59.4,35.64,40,0
328,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,20.0,5.0,36,0
329,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,AUSTRALIA,0.0,17.82,30,0
330,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,47,0
332,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,75.0,0.0,36,0
333,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,45,AUSTRALIA,79.2,47.52,31,0
334,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,ITALY,94.0,0.0,36,0
335,SSI,Airlines,Online,Ticket Protector,169,SINGAPORE,1.32,0.37,48,0
336,EPX,Travel Agency,Online,Cancellation Plan,2,INDIA,12.0,0.0,36,0
337,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,MALAYSIA,20.0,0.0,45,0
338,C2B,Airlines,Online,Annual Silver Plan,387,SINGAPORE,252.85,63.21,37,0
339,JZI,Airlines,Online,Basic Plan,10,CHINA,35.0,12.25,59,0
340,EPX,Travel Agency,Online,Cancellation Plan,19,SINGAPORE,21.0,0.0,36,0
341,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,THAILAND,29.7,17.82,31,0
342,C2B,Airlines,Online,Silver Plan,34,SINGAPORE,109.0,27.25,27,0
343,JZI,Airlines,Online,Basic Plan,39,INDONESIA,33.0,11.55,44,0
344,EPX,Travel Agency,Online,1 way Comprehensive Plan,18,SINGAPORE,20.0,0.0,36,0
345,EPX,Travel Agency,Online,Cancellation Plan,40,Other,80.0,0.0,36,0
346,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,33.5,8.38,68,0
347,EPX,Travel Agency,Online,Cancellation Plan,49,"KOREA, REPUBLIC OF",19.0,0.0,36,0
348,C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,72.5,18.13,26,1
349,EPX,Travel Agency,Online,Cancellation Plan,13,THAILAND,10.0,0.0,26,0
350,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,CANADA,39.6,23.76,40,0
351,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,10.0,0.0,36,0
352,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,NEW ZEALAND,99.0,59.4,51,0
353,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,22.5,5.63,41,0
354,EPX,Travel Agency,Online,Cancellation Plan,21,"KOREA, REPUBLIC OF",10.0,0.0,25,0
355,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,CHINA,27.0,0.0,37,0
356,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,HONG KONG,22.0,0.0,36,0
357,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,10.0,0.0,49,0
358,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,109,THAILAND,39.6,23.76,49,0
359,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,CHINA,35.0,0.0,36,0
361,JZI,Airlines,Online,Basic Plan,14,CHINA,35.0,12.25,47,0
362,C2B,Airlines,Online,Silver Plan,41,SINGAPORE,33.5,8.38,29,0
364,C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,280.8,70.2,68,0
365,RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,31.0,12.4,37,0
366,EPX,Travel Agency,Online,Cancellation Plan,41,AUSTRALIA,28.0,0.0,36,0
367,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,MALAYSIA,20.0,0.0,36,0
368,JZI,Airlines,Online,Basic Plan,15,CHINA,22.0,7.7,38,0
369,EPX,Travel Agency,Online,Cancellation Plan,50,THAILAND,10.0,0.0,27,0
370,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,291.75,72.94,28,0
371,C2B,Airlines,Online,Bronze Plan,161,SINGAPORE,34.5,8.63,44,0
372,EPX,Travel Agency,Online,Cancellation Plan,154,MALAYSIA,10.0,0.0,34,0
374,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,UNITED ARAB EMIRATES,69.3,41.58,31,0
375,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,18.5,4.63,37,0
376,EPX,Travel Agency,Online,2 way Comprehensive Plan,90,THAILAND,22.0,0.0,36,0
377,EPX,Travel Agency,Online,Cancellation Plan,6,THAILAND,12.0,0.0,31,0
378,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,11.0,0.0,36,0
379,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,MALAYSIA,29.7,17.82,38,0
380,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,FRANCE,19.8,11.88,28,0
381,EPX,Travel Agency,Online,Cancellation Plan,18,INDONESIA,19.0,0.0,36,0
382,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,SPAIN,99.0,59.4,49,0
383,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,NETHERLANDS,28.0,0.0,36,0
384,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,INDONESIA,22.0,0.0,36,0
385,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,MALAYSIA,20.0,0.0,36,0
386,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,THAILAND,29.7,17.82,30,0
387,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,INDONESIA,20.0,0.0,51,0
388,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,AUSTRALIA,138.6,83.16,31,0
389,EPX,Travel Agency,Online,Cancellation Plan,8,INDONESIA,12.0,0.0,45,1
390,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,MALAYSIA,39.6,23.76,49,0
391,JZI,Airlines,Online,Basic Plan,35,INDONESIA,22.0,7.7,53,0
392,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,27.0,6.75,25,0
393,EPX,Travel Agency,Online,2 way Comprehensive Plan,88,VIET NAM,20.0,0.0,36,0
394,RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,36,0
395,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,MALAYSIA,9.9,5.94,51,0
396,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,20.0,5.0,42,0
397,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,45.0,11.25,51,0
398,EPX,Travel Agency,Online,Cancellation Plan,330,PERU,22.0,0.0,26,0
399,SSI,Airlines,Online,Ticket Protector,34,SINGAPORE,3.44,0.96,48,0
400,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.0,4.25,75,0
401,EPX,Travel Agency,Online,Cancellation Plan,28,CANADA,11.0,0.0,65,0
402,C2B,Airlines,Online,Gold Plan,65,SINGAPORE,33.5,8.38,32,0
403,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,MALAYSIA,55.0,0.0,36,0
404,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,HONG KONG,20.0,0.0,35,0
405,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,SINGAPORE,20.0,0.0,36,0
406,EPX,Travel Agency,Online,2 way Comprehensive Plan,78,PHILIPPINES,33.0,0.0,36,0
407,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,33.5,8.38,24,0
408,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,AUSTRALIA,89.1,53.46,33,0
409,JZI,Airlines,Online,Basic Plan,6,HONG KONG,22.0,7.7,55,0
410,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,UNITED KINGDOM,0.0,77.22,59,0
411,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,SINGAPORE,31.0,0.0,36,0
412,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,93,NEW ZEALAND,138.6,83.16,53,0
413,JZI,Airlines,Online,Basic Plan,13,INDONESIA,22.0,7.7,38,0
414,EPX,Travel Agency,Online,Cancellation Plan,28,VIET NAM,10.0,0.0,36,0
415,RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,50,0
416,RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,33,0
417,EPX,Travel Agency,Online,Cancellation Plan,13,"KOREA, REPUBLIC OF",42.0,0.0,36,0
418,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,0
419,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,"TAIWAN, PROVINCE OF CHINA",45.0,0.0,36,0
420,EPX,Travel Agency,Online,Cancellation Plan,3,MYANMAR,10.0,0.0,36,0
421,EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,10.0,0.0,38,0
422,EPX,Travel Agency,Online,1 way Comprehensive Plan,59,CHINA,20.0,0.0,36,0
423,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,JAPAN,29.0,0.0,36,0
424,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,MALAYSIA,20.0,0.0,36,0
425,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,Other,38.0,0.0,35,0
426,EPX,Travel Agency,Online,Cancellation Plan,17,INDONESIA,15.0,0.0,35,0
427,EPX,Travel Agency,Online,Cancellation Plan,14,PHILIPPINES,10.0,0.0,36,0
428,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,22.0,0.0,49,0
429,EPX,Travel Agency,Online,Cancellation Plan,40,UNITED STATES,16.0,0.0,25,0
430,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,27.0,6.75,32,0
431,EPX,Travel Agency,Online,Cancellation Plan,9,CHINA,43.0,0.0,35,0
432,ART,Airlines,Online,24 Protect,16,CAMBODIA,3.22,1.13,48,0
433,EPX,Travel Agency,Online,Cancellation Plan,75,PHILIPPINES,10.0,0.0,36,0
434,EPX,Travel Agency,Online,Cancellation Plan,47,PHILIPPINES,14.0,0.0,36,0
435,EPX,Travel Agency,Online,Cancellation Plan,22,INDONESIA,35.0,0.0,36,0
436,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,INDONESIA,20.0,0.0,44,0
437,ART,Airlines,Online,24 Protect,121,CAMBODIA,14.11,4.94,48,0
438,ART,Airlines,Online,24 Protect,2,PHILIPPINES,4.95,1.73,48,0
439,EPX,Travel Agency,Online,2 way Comprehensive Plan,106,HONG KONG,53.0,0.0,35,0
440,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,FRANCE,19.8,11.88,31,0
441,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,THAILAND,22.0,0.0,36,0
442,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,41.5,10.38,35,0
443,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,HONG KONG,28.0,0.0,36,0
444,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,INDONESIA,24.0,0.0,36,0
445,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,GREECE,29.7,17.82,46,0
446,EPX,Travel Agency,Online,Cancellation Plan,2,JAPAN,18.0,0.0,36,0
447,EPX,Travel Agency,Online,Cancellation Plan,140,THAILAND,10.0,0.0,25,0
448,EPX,Travel Agency,Online,Cancellation Plan,91,UNITED STATES,76.0,0.0,39,0
449,EPX,Travel Agency,Online,Cancellation Plan,4,Other,80.0,0.0,36,0
450,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,104,UNITED KINGDOM,89.1,53.46,45,0
451,EPX,Travel Agency,Online,Cancellation Plan,5,FRANCE,37.0,0.0,36,0
452,JZI,Airlines,Online,Basic Plan,63,CHINA,35.0,12.25,48,0
453,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,39,0
454,EPX,Travel Agency,Online,1 way Comprehensive Plan,23,MYANMAR,20.0,0.0,36,0
455,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,UNITED KINGDOM,0.0,5.94,31,0
456,JZI,Airlines,Online,Basic Plan,42,VIET NAM,22.0,7.7,46,0
457,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,43,0
458,EPX,Travel Agency,Online,Cancellation Plan,29,"TAIWAN, PROVINCE OF CHINA",30.0,0.0,36,0
459,EPX,Travel Agency,Online,Cancellation Plan,11,HONG KONG,45.0,0.0,58,0
460,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,HONG KONG,20.0,0.0,55,0
461,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,INDIA,38.0,0.0,56,0
462,EPX,Travel Agency,Online,Cancellation Plan,134,MALAYSIA,26.0,0.0,33,0
463,EPX,Travel Agency,Online,Cancellation Plan,18,SINGAPORE,14.0,0.0,35,0
464,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,PHILIPPINES,22.0,0.0,36,0
465,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,JAPAN,47.0,0.0,36,0
466,C2B,Airlines,Online,Annual Silver Plan,393,SINGAPORE,252.85,63.21,31,0
467,JZI,Airlines,Online,Basic Plan,22,HONG KONG,26.0,9.1,37,0
468,EPX,Travel Agency,Online,1 way Comprehensive Plan,27,SINGAPORE,59.0,0.0,36,0
469,JZI,Airlines,Online,Value Plan,69,SWITZERLAND,167.0,58.45,55,0
470,EPX,Travel Agency,Online,Cancellation Plan,14,JAPAN,0.0,0.0,27,0
471,JZI,Airlines,Online,Basic Plan,26,CHINA,26.0,9.1,48,0
472,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,39.0,9.75,23,0
474,EPX,Travel Agency,Online,Cancellation Plan,99,INDIA,11.0,0.0,36,0
475,EPX,Travel Agency,Online,Cancellation Plan,35,INDIA,21.0,0.0,36,0
476,EPX,Travel Agency,Online,Cancellation Plan,78,GERMANY,71.0,0.0,36,0
477,EPX,Travel Agency,Online,Cancellation Plan,8,INDONESIA,15.0,0.0,36,0
478,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,CZECH REPUBLIC,20.0,0.0,36,0
479,EPX,Travel Agency,Online,Cancellation Plan,4,CHINA,41.0,0.0,36,0
480,EPX,Travel Agency,Online,2 way Comprehensive Plan,118,SINGAPORE,112.0,0.0,36,0
481,EPX,Travel Agency,Online,Cancellation Plan,56,"KOREA, REPUBLIC OF",59.0,0.0,36,0
482,EPX,Travel Agency,Online,1 way Comprehensive Plan,29,THAILAND,20.0,0.0,36,0
483,C2B,Airlines,Online,Silver Plan,35,SINGAPORE,47.5,11.88,31,0
484,EPX,Travel Agency,Online,Cancellation Plan,7,PHILIPPINES,10.0,0.0,36,0
485,C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,94.0,23.5,33,0
486,EPX,Travel Agency,Online,Cancellation Plan,77,NORWAY,80.0,0.0,36,0
487,JZI,Airlines,Online,Value Plan,7,CHINA,45.0,15.75,30,0
489,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,HONG KONG,27.0,0.0,36,0
490,EPX,Travel Agency,Online,Cancellation Plan,33,INDONESIA,22.0,0.0,37,0
491,JZI,Airlines,Online,Basic Plan,12,THAILAND,22.0,7.7,66,0
492,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,27.75,6.94,25,0
493,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,"TAIWAN, PROVINCE OF CHINA",66.0,0.0,36,0
494,JZI,Airlines,Online,Basic Plan,18,INDONESIA,22.0,7.7,45,0
495,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,24,UNITED KINGDOM,29.7,17.82,31,0
496,EPX,Travel Agency,Online,Cancellation Plan,71,UNITED STATES,15.0,0.0,48,0
497,EPX,Travel Agency,Online,Cancellation Plan,33,Other,34.0,0.0,36,0
498,EPX,Travel Agency,Online,Cancellation Plan,11,THAILAND,10.0,0.0,36,0
499,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,CHINA,31.0,0.0,36,0
500,EPX,Travel Agency,Online,1 way Comprehensive Plan,49,SINGAPORE,20.0,0.0,36,0
501,EPX,Travel Agency,Online,2 way Comprehensive Plan,74,THAILAND,22.0,0.0,29,0
502,JZI,Airlines,Online,Basic Plan,3,VIET NAM,18.0,6.3,49,0
503,EPX,Travel Agency,Online,Cancellation Plan,282,"KOREA, REPUBLIC OF",37.0,0.0,36,0
504,EPX,Travel Agency,Online,1 way Comprehensive Plan,29,CHINA,20.0,0.0,33,0
505,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,THAILAND,20.0,0.0,40,0
506,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,NEW ZEALAND,99.0,59.4,55,0
507,EPX,Travel Agency,Online,2 way Comprehensive Plan,123,JAPAN,34.0,0.0,36,0
508,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,CHINA,44.0,0.0,35,0
509,EPX,Travel Agency,Online,Cancellation Plan,13,"KOREA, REPUBLIC OF",67.0,0.0,36,0
510,EPX,Travel Agency,Online,Cancellation Plan,172,UNITED KINGDOM,80.0,0.0,36,0
511,EPX,Travel Agency,Online,Cancellation Plan,86,"KOREA, REPUBLIC OF",26.0,0.0,36,0
512,EPX,Travel Agency,Online,Cancellation Plan,30,PHILIPPINES,36.0,0.0,36,0
513,EPX,Travel Agency,Online,Cancellation Plan,63,"KOREA, REPUBLIC OF",10.0,0.0,24,0
514,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,27.0,0.0,54,0
515,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,CHINA,34.0,0.0,36,0
516,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,24.5,6.13,38,0
517,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,UNITED STATES,9.9,5.94,39,0
518,EPX,Travel Agency,Online,Cancellation Plan,18,MALAYSIA,10.0,0.0,32,0
519,EPX,Travel Agency,Online,Cancellation Plan,35,VIET NAM,18.0,0.0,36,0
520,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,10.0,0.0,47,0
521,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,UNITED STATES,87.0,0.0,68,0
522,EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,16.0,0.0,36,0
523,EPX,Travel Agency,Online,Cancellation Plan,19,MALAYSIA,19.0,0.0,33,0
524,EPX,Travel Agency,Online,1 way Comprehensive Plan,91,CAMBODIA,20.0,0.0,36,0
525,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,24.0,6.0,54,0
526,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,THAILAND,20.0,0.0,41,0
527,EPX,Travel Agency,Online,Cancellation Plan,10,INDONESIA,10.0,0.0,36,0
528,EPX,Travel Agency,Online,Cancellation Plan,14,THAILAND,27.0,0.0,36,0
529,EPX,Travel Agency,Online,Cancellation Plan,102,MALAYSIA,10.0,0.0,36,0
530,ADM,Travel Agency,Online,Value Plan,47,FRANCE,109.0,41.42,22,0
531,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,28.0,0.0,30,0
532,EPX,Travel Agency,Online,Cancellation Plan,20,INDIA,12.0,0.0,36,0
533,JZI,Airlines,Online,Basic Plan,47,CHINA,50.0,17.5,31,0
534,EPX,Travel Agency,Online,Cancellation Plan,49,CAMBODIA,11.0,0.0,36,0
535,C2B,Airlines,Online,Bronze Plan,87,SINGAPORE,52.65,13.16,42,0
536,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,29.0,0.0,36,0
537,EPX,Travel Agency,Online,Cancellation Plan,17,"KOREA, REPUBLIC OF",23.0,0.0,36,0
538,JZI,Airlines,Online,Basic Plan,10,MACAO,26.0,9.1,27,0
539,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MALAYSIA,20.0,0.0,54,0
540,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,"KOREA, REPUBLIC OF",30.0,0.0,36,0
541,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,MALAYSIA,49.5,29.7,46,0
542,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,SRI LANKA,53.0,0.0,36,0
543,JZI,Airlines,Online,Basic Plan,90,CHINA,44.0,15.4,62,0
544,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,MALAYSIA,19.8,11.88,35,0
545,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,0.0,0.0,37,0
546,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,INDONESIA,21.0,0.0,36,0
547,EPX,Travel Agency,Online,Cancellation Plan,9,INDONESIA,10.0,0.0,54,0
548,EPX,Travel Agency,Online,Cancellation Plan,16,Other,20.0,0.0,36,0
549,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,THAILAND,20.0,0.0,54,0
550,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,78,MALAYSIA,49.5,29.7,31,0
551,EPX,Travel Agency,Online,Cancellation Plan,40,CANADA,13.0,0.0,24,0
552,SSI,Airlines,Online,Ticket Protector,314,SINGAPORE,0.51,0.14,48,0
553,JZI,Airlines,Online,Basic Plan,101,CHINA,40.0,14.0,51,0
554,JZI,Airlines,Online,Value Plan,102,CHINA,83.0,29.05,45,0
555,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,38.0,0.0,33,0
556,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,HONG KONG,41.0,0.0,36,0
557,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,THAILAND,29.7,17.82,56,0
558,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,NEW ZEALAND,20.0,0.0,36,0
559,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,CHINA,30.0,0.0,36,0
560,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CHINA,36.0,0.0,36,0
561,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,26.5,6.63,36,0
562,JZI,Airlines,Online,Basic Plan,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,39,0
563,CSR,Travel Agency,Offline,Comprehensive Plan,29,THAILAND,29.0,9.57,73,0
564,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,"KOREA, REPUBLIC OF",112.0,0.0,36,0
565,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,39.0,9.75,24,1
566,EPX,Travel Agency,Online,1 way Comprehensive Plan,14,SINGAPORE,20.0,0.0,36,0
567,C2B,Airlines,Online,Annual Silver Plan,386,SINGAPORE,252.85,63.21,30,0
568,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,HONG KONG,43.0,0.0,36,0
569,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,AUSTRALIA,59.4,35.64,47,0
570,JZI,Airlines,Online,Basic Plan,9,HONG KONG,0.0,9.1,31,0
571,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,AUSTRALIA,59.4,35.64,34,0
572,C2B,Airlines,Online,Bronze Plan,54,SINGAPORE,33.5,8.38,23,0
573,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,VIET NAM,20.0,0.0,36,0
574,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,UNITED STATES,128.7,77.22,59,0
575,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,65,AUSTRALIA,99.0,59.4,31,0
576,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,24.0,0.0,36,0
577,EPX,Travel Agency,Online,Cancellation Plan,20,CHINA,19.0,0.0,36,0
578,C2B,Airlines,Online,Annual Silver Plan,383,SINGAPORE,216.0,54.0,40,0
579,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,"KOREA, REPUBLIC OF",36.0,0.0,40,0
580,EPX,Travel Agency,Online,Cancellation Plan,18,HONG KONG,80.0,0.0,59,0
581,C2B,Airlines,Online,Silver Plan,81,SINGAPORE,41.5,10.38,29,0
582,JZI,Airlines,Online,Basic Plan,283,PHILIPPINES,37.0,12.95,38,0
583,EPX,Travel Agency,Online,Cancellation Plan,17,SINGAPORE,10.0,0.0,36,0
584,EPX,Travel Agency,Online,Cancellation Plan,47,MACAO,19.0,0.0,36,0
585,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,115,UNITED STATES,79.2,47.52,39,0
586,SSI,Airlines,Online,Ticket Protector,144,SINGAPORE,11.51,3.23,48,0
587,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,27.0,0.0,36,0
588,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,VIET NAM,20.0,0.0,36,0
589,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,20.0,0.0,60,0
590,JZI,Airlines,Online,Basic Plan,109,CHINA,69.0,24.15,52,0
591,EPX,Travel Agency,Online,Cancellation Plan,8,"TAIWAN, PROVINCE OF CHINA",34.0,0.0,36,0
592,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Other,112.0,0.0,36,0
593,C2B,Airlines,Online,Gold Plan,13,SINGAPORE,63.7,15.93,53,0
594,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,37,UNITED KINGDOM,138.6,83.16,54,0
595,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,10.0,0.0,36,0
